ticket_id,account_id,rep_id,opened_date,closed_date,priority,category,subject,description,resolution_notes,csat_score,resolution_hours,escalated,product_line
TKT-0004129,ACC-00201,REP-006,2024-03-14,2024-04-09,P3,Billing,Issue with Integration - ref 4129,Requesting bulk user provisioning feature for enterprise onboarding.,Billing team confirmed rate discrepancy. Credit issued to account.,3,99,N,Data Integration Suite
TKT-0004130,ACC-00125,REP-005,2025-04-22,,P3,Training,Issue with Performance - ref 4130,Dashboard loading extremely slow after latest update. Users unable to access reports.,,,,N,Data Integration Suite
TKT-0004131,ACC-00339,REP-001,2025-03-03,2025-03-08,P3,Integration,Issue with Feature Request - ref 4131,Need help configuring row-level security for multi-tenant environment.,Distribution list updated and tested. All reports sending correctly.,5,590,Y,Analytics Module
TKT-0004132,ACC-00082,REP-002,2024-01-13,2024-02-09,P3,Billing,Issue with Access - ref 4132,System performance degraded significantly during end-of-month close process.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",2,462,N,Data Integration Suite
TKT-0004133,ACC-00051,REP-014,2024-01-06,2024-02-05,P3,Performance,Issue with Performance - ref 4133,Need help configuring row-level security for multi-tenant environment.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",4,551,Y,Security Package
TKT-0004134,ACC-00018,REP-011,2024-05-14,2024-05-24,P3,Bug,Issue with Integration - ref 4134,API rate limits causing production failures during peak business hours.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,3,190,N,Security Package
TKT-0004135,ACC-00144,REP-001,2024-09-04,,P2,Bug,Issue with Bug - ref 4135,Need help configuring row-level security for multi-tenant environment.,,,,N,Data Integration Suite
TKT-0004136,ACC-00348,REP-008,2024-11-03,2024-11-27,P1,Bug,Issue with Bug - ref 4136,Cannot connect Snowflake integration. Authentication keeps timing out.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,1,612,N,Platform License
TKT-0004137,ACC-00276,REP-002,2024-06-27,2024-07-21,P4,Integration,Issue with Billing - ref 4137,Dashboard loading extremely slow after latest update. Users unable to access reports.,Identified bottleneck in reporting query. Optimized with clustering key.,1,645,N,Data Integration Suite
TKT-0004138,ACC-00159,REP-017,2025-05-03,2025-05-17,P3,Bug,Issue with Bug - ref 4138,Dashboard loading extremely slow after latest update. Users unable to access reports.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",3,368,Y,Platform License
TKT-0004139,ACC-00131,REP-012,2024-05-29,2024-06-21,P3,Access,Issue with Billing - ref 4139,Need help configuring row-level security for multi-tenant environment.,Model retrained with updated feature set. Accuracy improved to 94%.,2,423,N,Security Package
TKT-0004140,ACC-00185,REP-014,2024-06-28,,P1,Performance,Issue with Access - ref 4140,System performance degraded significantly during end-of-month close process.,,,,N,Data Integration Suite
TKT-0004141,ACC-00162,REP-015,2024-07-21,2024-08-04,P4,Bug,Issue with Bug - ref 4141,Cannot connect Snowflake integration. Authentication keeps timing out.,Model retrained with updated feature set. Accuracy improved to 94%.,1,138,N,Data Integration Suite
TKT-0004142,ACC-00260,REP-004,2025-01-13,2025-01-16,P2,Integration,Issue with Bug - ref 4142,Need help configuring row-level security for multi-tenant environment.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",2,92,N,Platform License
TKT-0004143,ACC-00189,REP-011,2024-10-12,2024-11-03,P1,Performance,Issue with Feature Request - ref 4143,Data pipeline failing silently. No error logs visible in monitoring console.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",1,121,N,Platform License
TKT-0004144,ACC-00037,REP-014,2025-02-01,2025-02-17,P3,Billing,Issue with Training - ref 4144,Automated reports not sending to correct distribution list after migration.,RLS policy configured correctly. Documentation updated for future reference.,2,263,Y,Platform License
TKT-0004145,ACC-00118,REP-006,2024-12-19,,P2,Bug,Issue with Access - ref 4145,Automated reports not sending to correct distribution list after migration.,,,,N,Security Package
TKT-0004146,ACC-00158,REP-013,2024-01-30,2024-02-05,P1,Billing,Issue with Access - ref 4146,Requesting bulk user provisioning feature for enterprise onboarding.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,3,371,N,Security Package
TKT-0004147,ACC-00259,REP-006,2024-05-24,2024-06-05,P3,Integration,Issue with Performance - ref 4147,Data pipeline failing silently. No error logs visible in monitoring console.,Model retrained with updated feature set. Accuracy improved to 94%.,2,660,N,Platform License
TKT-0004148,ACC-00443,REP-015,2025-03-19,2025-03-22,P2,Performance,Issue with Integration - ref 4148,Requesting bulk user provisioning feature for enterprise onboarding.,Distribution list updated and tested. All reports sending correctly.,5,248,N,Security Package
TKT-0004149,ACC-00295,REP-003,2025-01-18,2025-02-10,P3,Training,Issue with Performance - ref 4149,Machine learning model predictions diverging significantly from actuals.,Identified bottleneck in reporting query. Optimized with clustering key.,3,333,Y,Platform License
TKT-0004150,ACC-00159,REP-013,2024-10-21,,P3,Training,Issue with Training - ref 4150,Machine learning model predictions diverging significantly from actuals.,,,,N,Security Package
TKT-0004151,ACC-00080,REP-010,2024-04-30,2024-05-29,P4,Access,Issue with Bug - ref 4151,Automated reports not sending to correct distribution list after migration.,Updated OAuth token rotation policy. Connection stable for 72+ hours.,4,594,N,Security Package
TKT-0004152,ACC-00438,REP-016,2024-08-02,2024-08-28,P2,Billing,Issue with Access - ref 4152,Dashboard loading extremely slow after latest update. Users unable to access reports.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",2,261,N,Analytics Module
TKT-0004153,ACC-00052,REP-018,2024-06-28,2024-07-02,P4,Bug,Issue with Billing - ref 4153,Invoice amount does not match contracted rate. Please review attachment.,Model retrained with updated feature set. Accuracy improved to 94%.,5,577,N,Data Integration Suite
TKT-0004154,ACC-00222,REP-014,2024-08-14,2024-08-28,P4,Training,Issue with Bug - ref 4154,System performance degraded significantly during end-of-month close process.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,5,469,Y,Analytics Module
TKT-0004155,ACC-00084,REP-013,2025-04-02,,P3,Feature Request,Issue with Performance - ref 4155,System performance degraded significantly during end-of-month close process.,,,,N,Platform License
TKT-0004156,ACC-00255,REP-001,2024-08-17,2024-08-31,P3,Billing,Issue with Training - ref 4156,Automated reports not sending to correct distribution list after migration.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",5,594,Y,Platform License
TKT-0004157,ACC-00224,REP-007,2024-11-17,2024-11-29,P4,Billing,Issue with Bug - ref 4157,Requesting bulk user provisioning feature for enterprise onboarding.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,4,669,N,Security Package
TKT-0004158,ACC-00140,REP-002,2025-04-14,2025-05-11,P3,Training,Issue with Billing - ref 4158,Automated reports not sending to correct distribution list after migration.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",2,114,N,Platform License
TKT-0004159,ACC-00189,REP-010,2024-12-22,2024-12-25,P3,Access,Issue with Performance - ref 4159,Dashboard loading extremely slow after latest update. Users unable to access reports.,Identified bottleneck in reporting query. Optimized with clustering key.,5,369,N,Security Package
TKT-0004160,ACC-00068,REP-012,2025-02-19,,P4,Integration,Issue with Feature Request - ref 4160,Automated reports not sending to correct distribution list after migration.,,,,N,Data Integration Suite
TKT-0004161,ACC-00138,REP-012,2025-04-23,2025-05-17,P3,Integration,Issue with Performance - ref 4161,Automated reports not sending to correct distribution list after migration.,RLS policy configured correctly. Documentation updated for future reference.,4,563,N,Analytics Module
TKT-0004162,ACC-00140,REP-006,2025-02-27,2025-03-10,P1,Integration,Issue with Performance - ref 4162,Dashboard loading extremely slow after latest update. Users unable to access reports.,Identified bottleneck in reporting query. Optimized with clustering key.,3,707,N,Platform License
TKT-0004163,ACC-00241,REP-016,2024-12-17,2025-01-01,P2,Access,Issue with Integration - ref 4163,Invoice amount does not match contracted rate. Please review attachment.,Distribution list updated and tested. All reports sending correctly.,4,165,N,Security Package
TKT-0004164,ACC-00298,REP-009,2024-01-31,2024-02-23,P2,Integration,Issue with Integration - ref 4164,Need help configuring row-level security for multi-tenant environment.,RLS policy configured correctly. Documentation updated for future reference.,1,569,N,Security Package
TKT-0004165,ACC-00416,REP-018,2025-04-18,,P1,Training,Issue with Integration - ref 4165,Invoice amount does not match contracted rate. Please review attachment.,,,,N,Security Package
TKT-0004166,ACC-00136,REP-018,2024-12-14,2025-01-12,P2,Integration,Issue with Training - ref 4166,System performance degraded significantly during end-of-month close process.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,2,314,N,Platform License
TKT-0004167,ACC-00426,REP-013,2024-01-29,2024-02-14,P1,Billing,Issue with Performance - ref 4167,Cannot connect Snowflake integration. Authentication keeps timing out.,Distribution list updated and tested. All reports sending correctly.,4,618,N,Data Integration Suite
TKT-0004168,ACC-00055,REP-014,2024-03-12,2024-03-21,P3,Access,Issue with Bug - ref 4168,System performance degraded significantly during end-of-month close process.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,4,503,N,Security Package
TKT-0004169,ACC-00438,REP-016,2024-10-24,2024-11-04,P2,Performance,Issue with Access - ref 4169,Invoice amount does not match contracted rate. Please review attachment.,"Rate limit increased to 10,000 RPM. Architecture review recommended.",1,23,Y,Security Package
TKT-0004170,ACC-00179,REP-014,2024-11-06,,P4,Access,Issue with Bug - ref 4170,Automated reports not sending to correct distribution list after migration.,,,,N,Analytics Module
TKT-0004171,ACC-00024,REP-001,2024-01-28,2024-02-13,P1,Feature Request,Issue with Feature Request - ref 4171,Requesting bulk user provisioning feature for enterprise onboarding.,Identified bottleneck in reporting query. Optimized with clustering key.,1,686,N,Analytics Module
TKT-0004172,ACC-00154,REP-008,2025-04-29,2025-05-24,P2,Training,Issue with Billing - ref 4172,System performance degraded significantly during end-of-month close process.,Billing team confirmed rate discrepancy. Credit issued to account.,3,492,N,Platform License
TKT-0004173,ACC-00357,REP-013,2024-10-09,2024-10-10,P3,Access,Issue with Access - ref 4173,Data pipeline failing silently. No error logs visible in monitoring console.,Fixed configuration error in pipeline metadata. Added alerting to prevent recurrence.,2,93,N,Security Package
TKT-0004174,ACC-00127,REP-003,2025-04-06,2025-04-15,P1,Access,Issue with Feature Request - ref 4174,Machine learning model predictions diverging significantly from actuals.,Distribution list updated and tested. All reports sending correctly.,5,41,Y,Data Integration Suite
TKT-0004175,ACC-00183,REP-012,2024-08-10,,P1,Bug,Issue with Integration - ref 4175,Invoice amount does not match contracted rate. Please review attachment.,,,,Y,Analytics Module
TKT-0004176,ACC-00417,REP-002,2025-02-27,2025-03-07,P3,Access,Issue with Billing - ref 4176,Need help configuring row-level security for multi-tenant environment.,RLS policy configured correctly. Documentation updated for future reference.,5,577,N,Analytics Module
TKT-0004177,ACC-00424,REP-007,2024-04-21,2024-05-10,P2,Integration,Issue with Billing - ref 4177,API rate limits causing production failures during peak business hours.,Feature added to Q3 roadmap. Workaround provided via CSV bulk import.,2,298,N,Security Package
TKT-0004178,ACC-00124,REP-010,2024-05-04,2024-05-20,P3,Bug,Issue with Integration - ref 4178,Cannot connect Snowflake integration. Authentication keeps timing out.,"Root cause identified as index degradation. Rebuilt indexes, performance restored.",2,491,N,Security Package
TKT-0004179,ACC-00406,REP-003,2025-02-08,2025-02-13,P4,Access,Issue with Feature Request - ref 4179,Data pipeline failing silently. No error logs visible in monitoring console.,RLS policy configured correctly. Documentation updated for future reference.,2,701,N,Platform License
